"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 19 13:41:18 CST 2020","Thu Nov 19 13:42:59 CST 2020","101180","Test_Suites.Tests.test_regression_module","test_05_pair_device_wifi_ble","","","","test_rtp_pair_device_wifi_ble","pair_device_wifi_ble.feature: RTP pairing by wifi and ble"
"passed","Thu Nov 19 14:03:44 CST 2020","Thu Nov 19 14:03:55 CST 2020","10173","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_on_off_nl[light_1-OFF1]","tcp_comm.feature: Single device control by mqtt - ON/OFF/NL"
"passed","Thu Nov 19 14:09:28 CST 2020","Thu Nov 19 14:09:40 CST 2020","12203","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_02_disable_rhythm_by_mqtt","rhythm.feature: Disable rhythm by mqtt"
"passed","Thu Nov 19 14:12:34 CST 2020","Thu Nov 19 14:13:35 CST 2020","60523","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_16_save_scene_when_rhythm_playing_by_mqtt","rhythm.feature: Save scene when rhythm playing"
"passed","Thu Nov 19 14:07:46 CST 2020","Thu Nov 19 14:07:56 CST 2020","10196","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Golden white]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 14:01:44 CST 2020","Thu Nov 19 14:01:53 CST 2020","9057","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Candlelight]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:59:01 CST 2020","Thu Nov 19 13:59:37 CST 2020","36218","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_dimming","single_device_control_by_udp.feature: Single device control - Dimming"
"passed","Thu Nov 19 14:04:58 CST 2020","Thu Nov 19 14:05:27 CST 2020","28660","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_temperature","tcp_comm.feature: Single device control by mqtt - Temperature"
"passed","Thu Nov 19 13:58:06 CST 2020","Thu Nov 19 13:58:15 CST 2020","9054","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-OFF0]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 14:01:26 CST 2020","Thu Nov 19 14:01:35 CST 2020","9055","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Focus]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:58:34 CST 2020","Thu Nov 19 13:58:43 CST 2020","9037","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-OFF1]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 14:00:41 CST 2020","Thu Nov 19 14:00:50 CST 2020","9048","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Daylight]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:58:15 CST 2020","Thu Nov 19 13:58:24 CST 2020","9058","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-ON1]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 13:42:59 CST 2020","Thu Nov 19 13:44:51 CST 2020","111684","Test_Suites.Tests.test_regression_module","test_05_pair_device_wifi_ble","","","","test_3_wizclick_pair_device_wifi_ble","pair_device_wifi_ble.feature: 3 * WiZclick pairing by wifi and ble"
"passed","Thu Nov 19 14:02:11 CST 2020","Thu Nov 19 14:02:20 CST 2020","9041","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Steampunk]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:36:32 CST 2020","Thu Nov 19 13:39:28 CST 2020","175763","Test_Suites.Tests.test_regression_module","test_04_pair_device_only_ble","","","","test_ap_pair_device_only_ble","pair_device_only_ble.feature: AP pairing by only ble"
"passed","Thu Nov 19 14:11:58 CST 2020","Thu Nov 19 14:12:34 CST 2020","36296","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_14_select_same_lamp_mode_for_all_lamp_point_by_mqtt","rhythm.feature: Select same lamp mode for all lamp point"
"passed","Thu Nov 19 14:07:36 CST 2020","Thu Nov 19 14:07:46 CST 2020","10184","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Pulse]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 14:00:32 CST 2020","Thu Nov 19 14:00:41 CST 2020","9064","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Warm white]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 14:00:59 CST 2020","Thu Nov 19 14:01:08 CST 2020","9048","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Night light]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 17:44:21 CST 2020","Thu Nov 19 17:49:59 CST 2020","338552","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_09_delete_schedule","schedule.feature: Delete a schedule"
"passed","Thu Nov 19 14:08:06 CST 2020","Thu Nov 19 14:08:17 CST 2020","10217","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Wake-up]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 17:15:55 CST 2020","Thu Nov 19 17:21:21 CST 2020","325351","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_02_create_schedule_by_mqtt","schedule.feature: Create schedule by mqtt"
"passed","Thu Nov 19 14:01:17 CST 2020","Thu Nov 19 14:01:26 CST 2020","9031","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Relax]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 14:25:44 CST 2020","Thu Nov 19 14:26:52 CST 2020","67409","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_19_turn_off_then_turn_on_without_specifying_lamp_mode_when_rhythms_playing_by_mqtt","rhythm.feature: Turn off and then turn on without specifying any lamp mode when Rhythms playing"
"passed","Thu Nov 19 13:58:43 CST 2020","Thu Nov 19 13:58:52 CST 2020","9057","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-NL1]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 13:57:56 CST 2020","Thu Nov 19 13:58:06 CST 2020","10024","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-ON0]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 13:48:23 CST 2020","Thu Nov 19 13:52:07 CST 2020","223173","Test_Suites.Tests.test_regression_module","test_05_pair_device_wifi_ble","","","","test_5_wizclick_pair_device_wifi_ble","pair_device_wifi_ble.feature: 5 * WiZclick pairing by wifi and ble"
"passed","Thu Nov 19 13:52:47 CST 2020","Thu Nov 19 13:55:42 CST 2020","175091","Test_Suites.Tests.test_regression_module","test_05_pair_device_wifi_ble","","","","test_ap_pair_device_wifi_ble","pair_device_wifi_ble.feature: AP pairing by wifi and ble"
"passed","Thu Nov 19 13:09:44 CST 2020","Thu Nov 19 13:11:44 CST 2020","120496","Test_Suites.Tests.test_regression_module","test_03_pair_device_only_wifi","","","","test_3_wizclick_pair_device_only_wifi","pair_device_only_wifi.feature: 3 * WiZclick pairing by only wifi"
"passed","Thu Nov 19 14:00:50 CST 2020","Thu Nov 19 14:00:59 CST 2020","9046","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Cool white]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:58:25 CST 2020","Thu Nov 19 13:58:34 CST 2020","9057","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_on_off_nl[light_1-NL0]","single_device_control_by_udp.feature: Single device control - ON/OFF/NL"
"passed","Thu Nov 19 14:13:35 CST 2020","Thu Nov 19 14:19:34 CST 2020","358604","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_17_trigger_schedule_when_rhythm_playing_by_mqtt","rhythm.feature: Trigger a schedule when rhythm playing"
"passed","Thu Nov 19 14:04:15 CST 2020","Thu Nov 19 14:04:58 CST 2020","42963","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_dimming","tcp_comm.feature: Single device control by mqtt - Dimming"
"passed","Thu Nov 19 13:27:50 CST 2020","Thu Nov 19 13:29:38 CST 2020","108060","Test_Suites.Tests.test_regression_module","test_04_pair_device_only_ble","","","","test_3_wizclick_pair_device_only_ble","pair_device_only_ble.feature: 3 * WiZclick pairing by only ble"
"passed","Thu Nov 19 14:02:20 CST 2020","Thu Nov 19 14:02:29 CST 2020","9030","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-Wake-up]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 13:33:08 CST 2020","Thu Nov 19 13:36:13 CST 2020","185185","Test_Suites.Tests.test_regression_module","test_04_pair_device_only_ble","","","","test_5_wizclick_pair_device_only_ble","pair_device_only_ble.feature: 5 * WiZclick pairing by only ble"
"passed","Thu Nov 19 14:07:15 CST 2020","Thu Nov 19 14:07:26 CST 2020","10152","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-TV time]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 14:03:24 CST 2020","Thu Nov 19 14:03:34 CST 2020","10153","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_on_off_nl[light_1-ON1]","tcp_comm.feature: Single device control by mqtt - ON/OFF/NL"
"passed","Thu Nov 19 17:22:30 CST 2020","Thu Nov 19 17:28:02 CST 2020","331736","Test_Suites.Tests.test_regression_module","test_08_schedule_by_mqtt","","","","test_03_create_schedule_same_time_by_mqtt","schedule.feature: Create schedule with the same time, same room, different scenes by mqtt"
"passed","Thu Nov 19 13:07:42 CST 2020","Thu Nov 19 13:09:44 CST 2020","121523","Test_Suites.Tests.test_regression_module","test_03_pair_device_only_wifi","","","","test_rtp_pair_device_only_wifi","pair_device_only_wifi.feature: RTP pairing by only wifi"
"passed","Thu Nov 19 14:01:35 CST 2020","Thu Nov 19 14:01:44 CST 2020","9026","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_change_mode_tw[light_1-TV time]","single_device_control_by_udp.feature: Single device control - Change default light mode for TW device"
"passed","Thu Nov 19 14:33:03 CST 2020","Thu Nov 19 14:34:10 CST 2020","67437","Test_Suites.Tests.test_regression_module","test_09_rhythm_by_mqtt","","","","test_21_turn_to_night_light_then_turn_on_without_specifying_any_lamp_mode_when_rhythms_playing_by_mqtt","rhythm.feature: Turn to Night light mode and then turn on without specifying any lamp mode when Rhythms playing"
"passed","Thu Nov 19 14:07:26 CST 2020","Thu Nov 19 14:07:36 CST 2020","10167","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Candlelight]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 14:07:56 CST 2020","Thu Nov 19 14:08:06 CST 2020","10161","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Steampunk]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 14:03:14 CST 2020","Thu Nov 19 14:03:24 CST 2020","10158","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_on_off_nl[light_1-OFF0]","tcp_comm.feature: Single device control by mqtt - ON/OFF/NL"
"passed","Thu Nov 19 13:06:53 CST 2020","Thu Nov 19 13:07:42 CST 2020","48775","Test_Suites.Tests.test_regression_module","test_03_pair_device_only_wifi","","","","test_set_app_pairing_only_wifi","pair_device_only_wifi.feature: Set app pairing mode to only wifi"
"passed","Thu Nov 19 13:59:37 CST 2020","Thu Nov 19 13:59:58 CST 2020","21133","Test_Suites.Tests.test_regression_module","test_06_udp_communication","","","","test_single_device_control_temperature","single_device_control_by_udp.feature: Single device control - Temperature"
"passed","Thu Nov 19 14:06:25 CST 2020","Thu Nov 19 14:06:35 CST 2020","10145","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Cool white]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
"passed","Thu Nov 19 13:25:59 CST 2020","Thu Nov 19 13:27:50 CST 2020","110794","Test_Suites.Tests.test_regression_module","test_04_pair_device_only_ble","","","","test_rtp_pair_device_only_ble","pair_device_only_ble.feature: RTP pairing by only ble"
"passed","Thu Nov 19 14:08:17 CST 2020","Thu Nov 19 14:08:27 CST 2020","10180","Test_Suites.Tests.test_regression_module","test_07_tcp_communication","","","","test_tcp_comm_change_mode_tw[light_1-Bedtime]","tcp_comm.feature: Single device control by mqtt - Change light mode for TW device"
