"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 23 17:54:11 CST 2021","Tue Feb 23 17:54:22 CST 2021","10861","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_tcp_control_modes[light_3-Steampunk-wizappd]","04_temperature_speed_light_mode.feature: Single RGB device control via tcp - 32 default modes"
"passed","Tue Feb 23 19:48:28 CST 2021","Tue Feb 23 19:58:53 CST 2021","624611","Test_Suites.Tests.daily_regression_test","test_07_schedule_by_mqtt","","","","test_13_create_schedule_with_daylight_end_with_previous_mode_when_lamp_status_on","schedule.feature: Create a schedule with action ""Daylight"" and end with ""Previous mode"" when lamp original status is on"
"passed","Tue Feb 23 17:42:29 CST 2021","Tue Feb 23 17:42:39 CST 2021","10422","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_modes[light_3-Daylight-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - 32 default modes"
"passed","Tue Feb 23 17:44:43 CST 2021","Tue Feb 23 17:44:53 CST 2021","10154","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_modes[light_3-Romance-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - 32 default modes"
"passed","Wed Feb 24 11:08:52 CST 2021","Wed Feb 24 11:09:10 CST 2021","18685","Test_Suites.Tests.daily_regression_test","test_02_pairing","","","","test_set_app_pairing_wifi_ble","01_pairing.feature: Set app pairing mode to wifi and ble"
"passed","Tue Feb 23 17:35:26 CST 2021","Tue Feb 23 17:35:47 CST 2021","21015","Test_Suites.Tests.daily_regression_test","test_03_on_off_nl_dimming","","","","test_device_control_dimming_tcp[light_1-80-wizappd-100-80]","03_on_off_nl_dimming.feature: Dimming device control by TCP"
"passed","Tue Feb 23 17:45:54 CST 2021","Tue Feb 23 17:46:05 CST 2021","10274","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_modes[light_3-Mojito-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - 32 default modes"
"passed","Tue Feb 23 17:45:03 CST 2021","Tue Feb 23 17:45:14 CST 2021","10277","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_modes[light_3-Pastel colors-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - 32 default modes"
"passed","Tue Feb 23 17:47:26 CST 2021","Tue Feb 23 17:47:36 CST 2021","10005","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_modes[light_3-Halloween-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - 32 default modes"
"passed","Tue Feb 23 17:41:10 CST 2021","Tue Feb 23 17:41:27 CST 2021","16732","Test_Suites.Tests.daily_regression_test","test_04_temperature_speed_light_mode","","","","test_single_rgb_device_udp_control_temperature[light_3-3000-udp]","04_temperature_speed_light_mode.feature: Single RGB device control via udp - temperature"
