"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 15 13:05:00 CST 2020","Thu Oct 15 13:06:41 CST 2020","100874","Test_Suites.Tests.test_regression_product","test_03_pair_lamps_only_ble","","","","test_rtp_pair_lamps_only_ble","pair_lamps_only_ble.feature: RTP pairing only ble"
"passed","Thu Oct 15 14:49:41 CST 2020","Thu Oct 15 14:55:58 CST 2020","376208","Test_Suites.Tests.test_regression_product","test_08_schedule_by_mqtt","","","","test_01_create_default_schedule_by_mqtt","schedule_actions.feature: Create default schedule by mqtt"
"passed","Thu Oct 15 12:44:11 CST 2020","Thu Oct 15 12:45:55 CST 2020","104044","Test_Suites.Tests.test_regression_product","test_04_pair_lamps_wifi_ble","","","","test_3_wizclick_pair_lamps_wifi_ble","pair_lamps_wifi_ble.feature: 3 * WiZclick pairing wifi and ble"
"passed","Thu Oct 15 13:58:07 CST 2020","Thu Oct 15 13:58:14 CST 2020","6022","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_change_mode_rgb[light_1-Deep dive]","single_light_control_by_udp.feature: Single light control --- Change default light mode for RGB light"
"passed","Thu Oct 15 13:08:41 CST 2020","Thu Oct 15 13:10:09 CST 2020","88495","Test_Suites.Tests.test_regression_product","test_03_pair_lamps_only_ble","","","","test_5_wizclick_pair_lamps_only_ble","pair_lamps_only_ble.feature: 5 * WiZclick pairing only ble"
"passed","Thu Oct 15 14:00:19 CST 2020","Thu Oct 15 14:00:37 CST 2020","18071","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_temperature","single_light_control_by_udp.feature: Single light control --- Temperature"
"passed","Thu Oct 15 13:53:46 CST 2020","Thu Oct 15 13:54:05 CST 2020","18853","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_on_off_nl[light_1-ON0]","single_light_control_by_udp.feature: Single light control --- ON/OFF/NL"
"passed","Thu Oct 15 14:46:25 CST 2020","Thu Oct 15 14:48:10 CST 2020","104195","Test_Suites.Tests.test_regression_product","test_01_device_fw_ota","","","","test_device_fw_upgrade_off","device_fw_ota.feature: Upgrade when device is off"
"passed","Thu Oct 15 21:49:01 CST 2020","Thu Oct 15 22:05:29 CST 2020","987249","Test_Suites.Tests.test_regression_product","test_08_schedule_by_mqtt","","","","test_26_create_schedule_with_cozy_and_no_end_when_lamp_status_night_light","schedule_actions.feature: Create a schedule with action ""Cozy"" and no end when lamp original status is ""Night light"""
"passed","Thu Oct 15 13:55:18 CST 2020","Thu Oct 15 13:55:49 CST 2020","30086","Test_Suites.Tests.test_regression_product","test_05_single_lamp_control_by_udp","","","","test_single_light_control_speed","single_light_control_by_udp.feature: Single light control --- Speed"
"passed","Thu Oct 15 14:06:53 CST 2020","Thu Oct 15 14:07:00 CST 2020","7105","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Wake-up]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
"passed","Thu Oct 15 14:06:25 CST 2020","Thu Oct 15 14:06:32 CST 2020","7096","Test_Suites.Tests.test_regression_product","test_06_tcp_comm","","","","test_tcp_comm_change_mode_rgb[light_1-Deep dive]","tcp_comm.feature: Single light control by mqtt --- Change light mode for RGB light"
